Nome,Jogadores_Range,Melhor_em_dados,No. Jogadores,Categoria,Categoria_Display,Image,BGG,Ludopedia,Regras,BiriDeck,BiriDeck_Display,BD_Adaptação,Magana,Conta_Notas,Dummy1,Dummy2,Dummy3,Dummy4,Dummy5,Dummy6,Dummy7,Dummy8,Dummy9,Dummy10,Media,Emoji_Media,Subtitulo,Alex,Bia,Ênyo,Fel,Júlio,Leo,Narumi,Torselli,Nome Alt,Fabrício,Resumo_Vaza,Com Resumo,Jorge O.,Mecânicas Secundárias,Resumo_Outros,Aline,Alison,Bruno Menezes,Daniel,Diego,Fernando,Gustavo,Ju Palmares,Kennedy,Luís Francisco,Marco Portugal,Paty,Paulo,Renato,Thom Bellotto,Zanferrari,Amábili,André,Arthur,BH,Bruno Carvalho,Bruno Feitosa,Bruno Fernandes,Bruno Sia,Flávio,Ítalo,Jorge F.,Luís Tanaka,Mauro,Nan Te,Perdomo,Studart,Targino,Thom Cunha,BD_Informação,Walter,Breno Carvalho,Carla,Eurico,Fernanda,Marcelo Lee,Matias,Mauricio I.,Otávio,Pablo,Riva,BD_PlayerAid,Resumo_Climbing,Lucas,BD_PA_Img,Pagat
Cafe Animals,3 - 4 jogadores,,"3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/BWD5ZfpHq7b7m27xKGwh0w__imagepage/img/NfWT8Huy9NQ2Bq0Oz3hrP8F63a4=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7439884.jpg,https://boardgamegeek.com/boardgame/383578/cafe-animals,https://ludopedia.com.br/jogo/cafe-animals,https://drive.google.com/file/d/1kEKgiwWmUYZH2tluM-4L5uar5B-5enXI/view?usp=drive_link,,,,1,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3636363636",👍🏻,"3 - 4 jogadores, 👍🏻 (1) - ",,,,,,,,,あにまる亭のメイドちゃん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cahoots,3 - 4 jogadores,4,"3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/rxMmmHoGShMFidtMAV-A0g__imagepage/img/gtFUPFAH7WpK5i7El0lIovctTvE=/fit-in/900x600/filters:no_upscale():strip_icc()/pic3678212.png,https://boardgamegeek.com/boardgame/232345/cahoots,https://ludopedia.com.br/jogo/cahoots-i,https://drive.google.com/file/d/17QjtSD1-pMEnmdv5YpGhak2qcArbucLp/view?usp=drive_link,,,,1,5,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,1538461538",👍🏻,"3 - 4 jogadores, 👍🏻 (5) - ",2,,2,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp At The Dam On A Sunny Day,3 - 6 jogadores,,"3, 4, 5, 6",Vaza,  Vaza,https://cf.geekdo-images.com/J6RGfbIhHLvnvdfgt3VCEA__imagepage/img/_U97Ya_tAMg1U0t7B5QxrRfX1uI=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7930731.jpg,https://boardgamegeek.com/boardgame/409998/qing-retari-hadamudekiyanpushiyo-camp-at-the-dam-o,https://ludopedia.com.br/jogo/camp-at-the-dam-on-a-sunny-day,,,,,,0,,,,,,,,,,,,,"3 - 6 jogadores,  (0) - ",,,,,,,,,晴れた日はダムでキャンプしよ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartas a Vapor,2 - 6 jogadores,,"2, 3, 4, 5, 6",,  ,https://cf.geekdo-images.com/Lgs42jkuPHa4R9kfhnKstg__imagepage/img/qna6VpHJWLUzqXR3JfVZFruwsOo=/fit-in/900x600/filters:no_upscale():strip_icc()/pic3366675.jpg,https://boardgamegeek.com/boardgame/216186/cartas-a-vapor,https://ludopedia.com.br/jogo/cartas-a-vapor,https://ludopedia.com.br/jogo/cartas-a-vapor/anexos/70743,,,,,3,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,125",👍🏻,"2 - 6 jogadores, 👍🏻 (3) - ",,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caster,3 - 5 jogadores,,"3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/JNSCjMbecMiaQ6zcuGsWSg__imagepage/img/TqYzmYHfkvl3JZhSCyxBnqYo3HQ=/fit-in/900x600/filters:no_upscale():strip_icc()/pic5653591.jpg,https://boardgamegeek.com/boardgame/319414/caster,https://ludopedia.com.br/jogo/caster,https://drive.google.com/file/d/1SVN5IPzYTAzwxb3LJCZroPQL-4Ge8IRn/view?usp=drive_link,"{CB}
- {Az} {Bk} {Lj} {Vd} {Am} : **[0-14]**","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> : **[0-14]**",✅✅✅,4,8,,,,,"2,5","2,5","2,5","2,5","2,5","2,5","3,0714285714",⭐,"3 - 5 jogadores, ⭐ (8) - ✅✅✅",,,4,4,2,,,4,,3,,,3,,,,,,,,,3,,,,,,,,,4,,,,,,,,,,,,,,,,,,,"#### Informações Adicionais
- Utilize a hierarquia de naipes.",,,,,,,,,,,,,,,,
Cat Hills,3 - 5 jogadores,,"3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/MNwoXohOaAOh-46ENUznZQ__imagepage/img/PWbDD-fhNRcaRIUlzi4y0v4HWoo=/fit-in/900x600/filters:no_upscale():strip_icc()/pic3762358.jpg,https://boardgamegeek.com/boardgame/236277/kiyatsutohiruzu-cat-hills,https://ludopedia.com.br/jogo/cat-hills,https://drive.google.com/file/d/1RxYI67lhoG5UHVyKM8PQEgw-mrp4Pklq/view?usp=drive_link,,,,,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3636363636",👍🏻,"3 - 5 jogadores, 👍🏻 (1) - ",,,,,,,,,キャットヒルズ,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat in the Box,2 - 5 jogadores,4,"2, 3, 4, 5",Vaza,📝  Vaza,https://cf.geekdo-images.com/M1gT_9LjNqUzAx3RAqdGRQ__imagepage/img/2jj9XTvyAnIfhupyIabmcFOW1ME=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6731829.jpg,https://boardgamegeek.com/boardgame/345972/cat-box-deluxe-edition,https://ludopedia.com.br/jogo/cat-in-the-box-deluxe-edition,https://ludopedia.com.br/jogo/cat-in-the-box-deluxe-edition/anexos/260694,,,,4,45,,,,,,,,,,,"4,3777777778",⭐⭐⭐,"2 - 5 jogadores, ⭐⭐⭐ (45) - ",5,5,4,4,5,5,5,4,,5,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- Cartas utilizadas: 1-9 / 1-8 / 1-6 / 1-5 para 5 / 4 / 3 / 2 jogadores.
- Tabuleiro Individual utilizados: 1 para cada jogador.
- Tokens de Jogador utilizados: 1 conjunto da mesma cor para cada jogador.
- Colocar 1 Token de Jogador em cada espaço com X do tabuleiro individual.
- Tokens de Observação são utilizados em partidas de 2 e 4 jogadores.
- Inserir as Cartas de Pesquisa dentro do tabuleiro central conforme número de jogadores:
    - 5 jogadores: carta Roxa.
    - 4 jogadores: carta Branca ou Roxa + Tokens de observação nos valores 9.
    - 3 jogadores: carta Branca ou Roxa.
    - 2 jogadores: Branca + Tokens de observação nos valores 6.


**Distribuir Cartas:**
- Embaralhar e distribuir 10 / 9 cartas para 2-4 / 5 jogadores. Após receber as cartas, cada um escolhe uma carta da mão e a descarta (fechada).


**Bid:**
- Começando pelo jogador inicial, todos apostam quantas vazas vão vencer e marcam no tabuleiro individual (números centrais).
- Não acontece para 2 players.


**Passar:**
- N/A


**Informações Adicionais:**
- N/A

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must follow.
- Os jogadores devem seguir a cor líder. Caso optem por não seguir a cor, pode ser jogado uma carta informando uma cor diferente, o que significa que a pessoa não tem a cor líder para seguir, logo ela retira o token de cor do tabuleiro individual.


**Trunfo:**
- Cartas de cor vermelha. Não se pode abrir vaza com ela até que tenha sido jogada a primeira.


**Quem vence a vaza:**
- O jogador que jogou a carta mais forte do trunfo vence a vaza. Se não tiver trunfo, vence quem jogou a carta mais alta da cor inicial.
- Ao vencer a vaza, pegue as cartas da mesa e forme uma pilha para cada vaza que vencer.


**Desempate:**
- N/A


**Quem torna:**
- Quem venceu a vaza.
- Exceção: ver carta de Leopardo.


**Quem começa a próxima rodada:**
- O jogador à esquerda do último jogador inicial.


**Informações Adicionais:**
- Quando o jogador baixar uma carta da mão, ele deve informar qual a cor da carta baixada seguindo as regras:
    - Deve ser de uma cor que ele tenha disponível (token sobre a cor no tabuleiro individual), e ao mesmo tempo uma carta que não tenha já sido jogada previamente
    - Para mostrar a cor da carta, a mesma deve ser baixada ao lado da cor correspondente no tabuleiro individual.
    - Para mostrar as cartas jogadas durante a rodada, o jogador deve colocar um token de jogador no tabuleiro central no número / cor que representa a carta jogada.
- A rodada acaba quando:
    - Restar somente uma carta na mão - essa carta é descartada.
    - Acontecer um paradoxo - uma pessoa não pode jogar nenhuma de suas cartas  por elas já terem sido utilizadas antes. Nesse caso ninguém leva a vaza incompleta.
- Para a próxima rodada, os jogadores recolhem seus tokens no tabuleiro central e repetem a preparação como no início do jogo.

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- +1 ponto por cada vaza que levou, se não causou paradoxo.
- -1 ponto por cada vaza que levou para a pessoa que causou o paradoxo.
- Bônus por acertar a aposta: quem acertou a aposta leva +1 ponto por cada peça sua no tabuleiro central que esteja presente no maior conjunto de peças de sua cor (unidas ortogonalmente).


**Fim de Jogo:**
- Número de rodadas = número de jogadores.


**Quem vence o jogo:**
- Quem fizer mais pontos vence.


**Desempate:**
- O jogador que fez mais pontos na última rodada. Se o empate persistir, compartilham a vitória.

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- 2 Jogadores: 
    - Após distribuir 10 cartas por jogador, abrir 3 cartas do deck e marcar com Tokens de Jogador (de cor não utilizada) o tabuleiro central na cor verde com o respectivo número revelado. Se aparecer número repetido, adicionar na trilha verde e amarela. Se três números iguais, adicionar na trilha verde, amarela e azul.
    - A fase de aposta não acontece para 2 jogadores.
    - Quando a rodada terminar, se um jogador vencer 4 vazas ou menos, o jogador ganha o bônus de pontuação.
",📝,5,Controle de Área,,5,5,4,3,4,5,4,5,5,3,3,5,4,,3,4,4,5,4,5,4,5,5,,,5,4,3,4,3,4,,5,2,,5,5,4,5,3,4,4,4,4,4,5,,,5,,
Panda Panda,2 - 4 jogadores,4,"2, 3, 4",Rummy,  Rummy,https://cf.geekdo-images.com/eRsmlyHYlL9jqY3d2Oj93A__imagepage/img/bIhVL4EvxKsqrczkvpGnkhcCQ8Q=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7906778.jpg,https://boardgamegeek.com/boardgame/400113/cat-poker,https://ludopedia.com.br/jogo/cat-poker,https://drive.google.com/file/d/1M8Q3V1JrOSJBES-28P9rhBK72xYfXuva/view?usp=drive_link,"{CB}
- {Az} : **[1-7, A]**
- {Bk} : **[1-6, A]**
- {Lj} : **[1-5, A]**
- {Vd} : **[1-4]**
- {Am} : **[1-3]**
- {Rs} : **[1-2]**
- {Cn} : **[1-2]**","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> : **[1-7, A]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;""> : **[1-6, A]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> : **[1-5, A]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> : **[1-4]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> : **[1-3]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/F_frtt11.png"" style=""height:23px; width:23px; display: inline;""> : **[1-2]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/G_bjahqf.png"" style=""height:23px; width:23px; display: inline;""> : **[1-2]**",✅,3,20,,,,,,,,,,,"3,15",⭐,"2 - 4 jogadores, ⭐ (20) - ✅",3,3,3,4,,,3,3,Cat Poker,3,,,2,Draft,,,2,,2,4,,4,,,,,,,,3,5,4,,,,,,,,3,,,,3,,,,,3,"#### Informações Adicionais

- Considerar A = 1",,,,,2,4,,,,,,"### Player Aid
Combinações:
- 1234567
- 1111222
- 113355
- 223344
- 22222
- 3333
- 444
- 35
- 26
- 47",,,,
Catchy!,2 jogadores,2,2,Vaza,  Vaza,https://cf.geekdo-images.com/MzLAMJ9txqGWwJYPyPypfw__imagepage/img/K__t7mbT5J-jeYJEUXCdCwZZzdo=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7723231.jpg,https://boardgamegeek.com/boardgame/295694/catchy,https://ludopedia.com.br/jogo/catchy,https://drive.google.com/file/d/1A9RZ6c5UQmCEB2JYXBP54sGMvCxzYuQo/view?usp=drive_link,"{CB}
- {Az} {Lj} {Am} : **[1-5]**
- {Bk} : **[0]** --> starting card
- **[X]** --> joker
- **[cachorro]** --> gato
- **1 cubo vermelho e 1 azul** --> representar humor do gato
- Trilha de pontuação","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> : **[1-5]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;""> : **[0]** --> starting card
- **[X]** --> joker
- **[cachorro]** --> gato
- **1 cubo vermelho e 1 azul** --> representar humor do gato
- Trilha de pontuação",✅✅,2,4,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5",👍🏻,"2 jogadores, 👍🏻 (4) - ✅✅",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
CATstle Builders,3 - 5 jogadores,4,"3, 4, 5",Vaza,📝  Vaza,https://cf.geekdo-images.com/xqXWQIXMZKKa0tlaCxo7Sg__imagepage/img/dpMDC7b6kNcMtUPBnlkfiGYMa2g=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7836592.png,https://boardgamegeek.com/boardgame/405460/catsle-builders,https://ludopedia.com.br/jogo/catsle-builders,https://drive.google.com/file/d/1T_nunY4iDBJPIHXimd-Vw2nIosv50tb-/view?usp=drive_link,"{CB}
- {Az} {Bk} {Lj} {Vd} {Am} : **[1-12]**
- **4 dados em 5 cores** --> limites das colunas","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> : **[1-12]**
- **4 dados em 5 cores** --> limites das colunas",✅✅✅,4,27,,,,,,,,,,,"4,1111111111",⭐⭐,"3 - 5 jogadores, ⭐⭐ (27) - ✅✅✅",5,,4,5,4,,,4,,4,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- 3 jogadores: 1 cor completa


**Distribuir Cartas:**
- 11 / 14 / 12 para 3 / 4 /5 jogadores


**Bid:**
- N/A


**Passar:**
- N/A


**Informações Adicionais:**
- Em 3 jogadores, separe 11 das cartas restantes e faça uma pilha.
- Monte os tabuleiros de acordo com o número de jogadores (1234/01234/01233 para 3/4/5 jogadores).

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must Follow.


**Trunfo:**
- Não.


**Quem vence a vaza:**
- Maior carta da cor inicial.


**Desempate:**
- A última jogada é mais forte.


**Quem torna:**
- O jogador que pegou 2 cartas.


**Quem começa a próxima rodada:**
- Próximo jogador à esquerda.


**Informações Adicionais:**
- Os jogadores devem colocar as cartas em seus tabuleiros, limitado a uma cor por coluna (não importa qual cor é qual coluna). A partir do momento da atribuição da primeira carta, em uma coluna, ele deve colocar sempre as cartas desta cor nesta coluna.
- Em 3/4 jogadores, o jogador que jogou a maior carta pega 1 carta, e o jogador que jogou a segunda maior carta pega 2 cartas. Em 5 jogadores, os 3 primeiros pegam cartas, 1/1/2 respectivamente.
- Os números de cada coluna indicam quantas cartas podem ser colocadas sem penalidade. Caso exceda esse número, coloque a carta rotacionada 90°.

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- Coluna dentro do limite: +1 /carta.
- Coluna que excedeu o limite: -1/carta além do limite.
- Bônus: 0/1/2/4 pontos para 1/2/3/4 colunas perfeitas (exatamente no limite).
- Se a soma total for negativa, pontos = 0.


**Fim de Jogo:**
- 3 rodadas.


**Quem vence o jogo:**
- Quem tiver mais pontos.


**Desempate:**
- Maior número de colunas perfeitas na última rodada.

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- 3 jogadores: a cada turno vira uma carta da pilha separada. Ela serve apenas como uma opção a mais de carta para ser pega - não participa da vaza.
- Variante: retomar a vaza por quem fez a vaza, e não pelo jogador que pegou 2 cartas.
",📝,4,"Draft, Set Collection",,4,3,4,4,,4,3,4,,,3,,5,,5,,4,,4,5,,4,,4,,,,3,,4,,,3,5,,,,5,4,4,4,5,,,,4,,,,,
Cauldron 15,2 - 5 jogadores,4,"2, 3, 4, 5",Vaza,📝  Vaza,https://cf.geekdo-images.com/5akU58rrdPcqFvAgJTGoKA__imagepage/img/KjgQ0T_BUBTrms0vBBZK0cgrLN8=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6631749.jpg,https://boardgamegeek.com/boardgame/351874/15-cauldron-15-witchs-cauldron,https://ludopedia.com.br/jogo/cauldron-15-witch-s-cauldron,https://drive.google.com/file/d/17pKdHPCJH7mfXYjmp1khhG9EVIVXsqvx/view?usp=drive_link,"{CB}
- {Az} {Bk} {Lj} {Vd} {Am} : **[0-7, Cor]**
- {Cz} **[12, 15]** --> Cartas de Caldeirão","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> : **[0-7, Cor]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/Z_wqjell.png"" style=""height:23px; width:23px; display: inline;""> **[12, 15]** --> Cartas de Caldeirão",✅✅✅,4,6,,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,7307692308",⭐,"2 - 5 jogadores, ⭐ (6) - ✅✅✅",,3,,3,,,3,3,コルドロン15～魔女の大釜～ (Cauldron 15),,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- N/A


**Distribuir Cartas:**
- 8/7/6/5 cartas em uma partida de 2/3/4/5 jogadores


**Bid:**
- N/A


**Passar:**
- N/A


**Informações Adicionais:**
- N/A

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must follow


**Trunfo:**
- Faça uma pilha com os trunfos, a carta do topo é o trunfo da rodada. Nas rodadas seguintes, passa a carta do topo p/ fundo.


**Quem vence a vaza:**
- Um dos três critérios: 
1. O jogador que fez a soma atingir exatamente o **limite**. 
2. O jogador que fez a soma superar o **limite**. 
3. O jogador que jogou a maior carta trunfo, ou a maior carta do naipe inicial se a soma não atingiu o **limite**.


**Desempate:**
- N/A


**Quem torna:**
- Quem venceu a vaza.


**Quem começa a próxima rodada:**
- Quem venceu a última vaza.


**Informações Adicionais:**
- **Limite** = 12/15 para 2-3/4-5 jogadores
- O jogador que ganhou pega uma carta de acordo com a soma das cartas da vaza:
    - Menor que o **limite**: Pega menor carta
    - Igual ao **limite**: Escolhe qualquer carta
    - Maior que **limite**: Pega maior carta
- A rodada encerra quando qualquer jogador ficar sem cartas ao final de uma vaza.
- As cartas coletadas ficam com os jogadores e não são embaralhadas p/ próximas rodadas.


------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- Apenas no fim da terceira rodada:
    - Para cada conjunto 5 cartas coletadas em que cada uma possui um naipe, o jogador pode descartar uma carta. 
- Pontos = Soma das cartas coletadas.


**Fim de Jogo:**
- 3 rodadas


**Quem vence o jogo:**
- Somando as cartas coletadas, quem chegar mais próximo de 15, sem superar, vence.


**Desempate:**
- Quem tiver mais cartas coletadas

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- N/A
",📝,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,"#### Informações Adicionais
- Carta de Caldeirão:
  - 15 para 4/5 jogadores
  - 12 para 2/3 jogadores",,,,,,,,,,,,"### Player Aid
Cartas coletadas por quem vence a vaza:
- Abaixo do Caldeirão: Menor carta
- No Caldeirão: Escolhe a carta
- Acima do Caldeirão: Maior carta

Fim de jogo
- Antes de fazer a pontuação, um jogador que tiver à sua frente uma carta de cada
cor pode, se quiser, descartar uma destas cartas. Caso tenha 2 conjuntos de uma
carta de cada cor, pode descartar 2 cartas.
- Some as cartas à sua frente - o jogador com a soma mais próxima de 15 (sem
estourar) é o vencedor. Caso haja empate, o jogador com mais cartas é o vencedor.",,,,
Chaos in Gotham City,2 - 6 jogadores,4,"2, 3, 4, 5, 6",Vaza,📝  Vaza,https://cf.geekdo-images.com/-M9rr2UKxvjNOmX2qRv3BQ__imagepage/img/6eT7wcH5A07KHnVv-P8q2Mzmpkc=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7263354.png,https://boardgamegeek.com/boardgame/377779/chaos-in-gotham-city,https://ludopedia.com.br/jogo/chaos-in-gotham-city,https://drive.google.com/file/d/17AGUsTsrFk2j9ir9Cb2sHSc8x_UQUHyx/view?usp=drive_link,,,,3,8,,,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,4285714286",👍🏻,"2 - 6 jogadores, 👍🏻 (8) - ",,,3,1,,,,2,,,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- N/A


**Distribuir Cartas:**
- Embaralhar as cartas de personagem e entregar uma para cada jogador
- Embaralhar e distribuir 10 / 9 / 8 / 7 / 6 cartas para 2 / 3 / 4 / 5 / 6 jogadores.


**Bid:**
- N/A


**Passar:**
- N/A


**Informações Adicionais:**
- Revelar a carta do topo do deck - é o trunfo.
- Revelar a primeira carta de local.

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must follow.


**Trunfo:**
- Sim.


**Quem vence a vaza:**
- A carta mais alta do trunfo. Caso não tenha trunfo, a carta mais alta da cor inicial.


**Desempate:**
- A primeira carta jogada das empatadas vence.


**Quem torna:**
- Quem venceu a vaza.


**Quem começa a próxima rodada:**
- O jogador à esquerda de quem começou a rodada anterior.


**Informações Adicionais:**
- Quem vence, leva as cartas jogadas na vaza para si e também a carta de local. Revelar uma nova carta de local para a próxima vaza.
- Caso Bruce Wayne e Batman estejam na mesma vaza, a vaza é 
tesolvida, mas o vencedor leva somente a carta de local. As demais são descartadas.
- Quando Wayne Tower ou Robinson Park for revelado, ou quando a habilidade do Coringa for usada, um novo trunfo é sorteado.
- **Poderes dos Personagens:**
    - Catwoman: No início da rodada, descarta até 03 cartas e repõe cartas.
    - Joker: Pode mudar o trunfo.
    - Riddler: Pode jogar carta “ímpar” fechada na vaza
    - Two-Face: Pode jogar 1 como 10 ou 10 como 1
    - Poison Ivy: Pode fazer 3 pontos extras, quando elegível a pontuar
    - Harley Queen conta como -3 símbolos de Batman. -5 se Joker em jogo.
    - Clayface: As cartas valem no mínimo 6.
    - Pinguim: Olha duas cartas de local e escolhe qual será usada na vaza.

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- Cada jogador pontua os símbolos de caos das cartas que venceu.
- O jogador que tiver mais símbolos de Batman faz zero pontos. Caso haja empate, ambos fazem zero pontos.


**Fim de Jogo:**
- Número de rodadas = número de jogadores.


**Quem vence o jogo:**
- Quem tiver mais pontos.


**Desempate:**
- N/A

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- N/A
",📝,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,3,,,,,,,,,,,,,,,,,
